,Scenario,Learning rate assumptions,Net Present Cost [trillion USD]
465,no transition,Technology-specific - Way et al. (2022),165.03589892676743
466,no transition,Technology-specific - Way et al. (2022),189.4450040811517
467,no transition,Technology-specific - Way et al. (2022),163.78759904862557
468,no transition,Technology-specific - Way et al. (2022),199.54139628444244
469,no transition,Technology-specific - Way et al. (2022),189.41127875723205
470,no transition,Technology-specific - Way et al. (2022),201.6020916728041
471,no transition,Technology-specific - Way et al. (2022),161.7127237618006
472,no transition,Technology-specific - Way et al. (2022),166.22053598508418
473,no transition,Technology-specific - Way et al. (2022),178.87875742585254
474,no transition,Technology-specific - Way et al. (2022),178.08641742044225
475,no transition,Technology-specific - Way et al. (2022),191.14127880876418
476,no transition,Technology-specific - Way et al. (2022),188.9980653706663
477,no transition,Technology-specific - Way et al. (2022),169.87528861377675
478,no transition,Technology-specific - Way et al. (2022),192.93229675177062
479,no transition,Technology-specific - Way et al. (2022),182.91723021429826
480,no transition,Technology-specific - Way et al. (2022),172.75671667673643
481,no transition,Technology-specific - Way et al. (2022),181.63426870362738
482,no transition,Technology-specific - Way et al. (2022),165.84026658927235
483,no transition,Technology-specific - Way et al. (2022),166.561782167855
484,no transition,Technology-specific - Way et al. (2022),175.61585750377688
485,no transition,Technology-specific - Way et al. (2022),194.23398891717918
486,no transition,Technology-specific - Way et al. (2022),190.51301901669467
487,no transition,Technology-specific - Way et al. (2022),170.48762341832284
488,no transition,Technology-specific - Way et al. (2022),266.259879611705
489,no transition,Technology-specific - Way et al. (2022),174.58106537835732
490,no transition,Technology-specific - Way et al. (2022),209.46942381986136
491,no transition,Technology-specific - Way et al. (2022),165.95713682785836
492,no transition,Technology-specific - Way et al. (2022),163.7587375164046
493,no transition,Technology-specific - Way et al. (2022),198.17411437100043
494,no transition,Technology-specific - Way et al. (2022),155.79332773187045
495,no transition,Technology-specific - Way et al. (2022),203.5367035297971
496,no transition,Technology-specific - Way et al. (2022),158.45557838489844
497,no transition,Technology-specific - Way et al. (2022),165.79752441409005
498,no transition,Technology-specific - Way et al. (2022),158.84343443679563
499,no transition,Technology-specific - Way et al. (2022),168.610862846578
500,no transition,Technology-specific - Way et al. (2022),188.8482507351987
501,no transition,Technology-specific - Way et al. (2022),195.8447671465882
502,no transition,Technology-specific - Way et al. (2022),164.16988274893282
503,no transition,Technology-specific - Way et al. (2022),186.5415465079899
504,no transition,Technology-specific - Way et al. (2022),185.97992705898693
505,no transition,Technology-specific - Way et al. (2022),167.45266181260396
506,no transition,Technology-specific - Way et al. (2022),179.36125714091077
507,no transition,Technology-specific - Way et al. (2022),190.32171169848834
508,no transition,Technology-specific - Way et al. (2022),164.24228531873013
509,no transition,Technology-specific - Way et al. (2022),197.3054456146656
510,no transition,Technology-specific - Way et al. (2022),163.9553458676788
511,no transition,Technology-specific - Way et al. (2022),178.88680684509492
512,no transition,Technology-specific - Way et al. (2022),223.01180604420594
513,no transition,Technology-specific - Way et al. (2022),185.8391954996384
514,no transition,Technology-specific - Way et al. (2022),160.88338392809763
515,no transition,Technology-specific - Way et al. (2022),196.12170386705043
516,no transition,Technology-specific - Way et al. (2022),187.0341026720853
517,no transition,Technology-specific - Way et al. (2022),166.98993053275973
518,no transition,Technology-specific - Way et al. (2022),175.16765742161618
519,no transition,Technology-specific - Way et al. (2022),178.50481875252797
520,no transition,Technology-specific - Way et al. (2022),168.07746023077573
521,no transition,Technology-specific - Way et al. (2022),166.222277170888
522,no transition,Technology-specific - Way et al. (2022),181.84933454796155
523,no transition,Technology-specific - Way et al. (2022),186.4725431333216
524,no transition,Technology-specific - Way et al. (2022),190.22854827165202
525,no transition,Technology-specific - Way et al. (2022),175.98357066376562
526,no transition,Technology-specific - Way et al. (2022),159.5961643319721
527,no transition,Technology-specific - Way et al. (2022),201.96128957629224
528,no transition,Technology-specific - Way et al. (2022),176.73621422887743
529,no transition,Technology-specific - Way et al. (2022),163.82354470792845
530,no transition,Technology-specific - Way et al. (2022),197.0228759110594
531,no transition,Technology-specific - Way et al. (2022),178.8710179969593
532,no transition,Technology-specific - Way et al. (2022),186.42923954269722
533,no transition,Technology-specific - Way et al. (2022),170.46144743947738
534,no transition,Technology-specific - Way et al. (2022),180.62227801347942
535,no transition,Technology-specific - Way et al. (2022),170.1238651473477
536,no transition,Technology-specific - Way et al. (2022),181.89122670559104
537,no transition,Technology-specific - Way et al. (2022),160.98911569418655
538,no transition,Technology-specific - Way et al. (2022),200.31016294199392
539,no transition,Technology-specific - Way et al. (2022),170.3858178653687
540,no transition,Technology-specific - Way et al. (2022),189.971620070145
541,no transition,Technology-specific - Way et al. (2022),175.4890190460815
542,no transition,Technology-specific - Way et al. (2022),175.5791020754905
543,no transition,Technology-specific - Way et al. (2022),195.02353930322892
544,no transition,Technology-specific - Way et al. (2022),173.95866158581705
545,no transition,Technology-specific - Way et al. (2022),216.22317755520174
546,no transition,Technology-specific - Way et al. (2022),171.59185326585845
547,no transition,Technology-specific - Way et al. (2022),211.87384899482424
548,no transition,Technology-specific - Way et al. (2022),180.4300349661648
549,no transition,Technology-specific - Way et al. (2022),166.48885268465963
550,no transition,Technology-specific - Way et al. (2022),189.14734621186776
551,no transition,Technology-specific - Way et al. (2022),176.66135931866788
552,no transition,Technology-specific - Way et al. (2022),188.7286071743588
553,no transition,Technology-specific - Way et al. (2022),180.70501620894424
554,no transition,Technology-specific - Way et al. (2022),172.55807250782598
555,no transition,Technology-specific - Way et al. (2022),164.4968067759177
556,no transition,Technology-specific - Way et al. (2022),192.42360938392292
557,no transition,Technology-specific - Way et al. (2022),178.71451614082838
558,no transition,Technology-specific - Way et al. (2022),167.2988293828035
559,no transition,Technology-specific - Way et al. (2022),174.04991091199375
560,no transition,Technology-specific - Way et al. (2022),176.06167682972668
561,no transition,Technology-specific - Way et al. (2022),199.75649547311698
562,no transition,Technology-specific - Way et al. (2022),167.73958817885713
563,no transition,Technology-specific - Way et al. (2022),175.3904836536785
564,no transition,Technology-specific - Way et al. (2022),188.05842708033174
565,no transition,Technology-specific - Way et al. (2022),162.00117837121076
566,no transition,Technology-specific - Way et al. (2022),199.26240096495312
567,no transition,Technology-specific - Way et al. (2022),163.5365501853791
568,no transition,Technology-specific - Way et al. (2022),166.96765030757356
569,no transition,Technology-specific - Way et al. (2022),193.5828595357791
570,no transition,Technology-specific - Way et al. (2022),159.75565303955338
571,no transition,Technology-specific - Way et al. (2022),205.48498141650091
572,no transition,Technology-specific - Way et al. (2022),163.07647652028606
573,no transition,Technology-specific - Way et al. (2022),189.5023774784658
574,no transition,Technology-specific - Way et al. (2022),167.96747373650996
575,no transition,Technology-specific - Way et al. (2022),176.36841372897874
576,no transition,Technology-specific - Way et al. (2022),184.15488973823994
577,no transition,Technology-specific - Way et al. (2022),179.70461174599055
578,no transition,Technology-specific - Way et al. (2022),174.7360477666675
579,no transition,Technology-specific - Way et al. (2022),190.7774764179454
580,no transition,Technology-specific - Way et al. (2022),193.375459550984
581,no transition,Technology-specific - Way et al. (2022),199.56962036054395
582,no transition,Technology-specific - Way et al. (2022),191.02989811355488
583,no transition,Technology-specific - Way et al. (2022),178.30186901691582
584,no transition,Technology-specific - Way et al. (2022),152.63501450349955
585,no transition,Technology-specific - Way et al. (2022),172.1052149820916
586,no transition,Technology-specific - Way et al. (2022),197.007341688368
587,no transition,Technology-specific - Way et al. (2022),181.7506789553437
